Activity Sol,Location,Feature,Target Name,Target Type,Site,Drive,x,y,z,u,v,w,Image ID,i,j,Target Notes
4638,"Endeavour Crater, Cape Tribulation",Cape_Tribulation,Rulo,Rock,203,737,-108.881,-98.295,-35.741,-0.041003,0.450035,-0.892069,1F539755928FFLCVRPP1214L0M1,461,548,
4648,"Endeavour Crater, Cape Tribulation",Rocheport,Boonville,Rock,204,0,-0.639,-1.006,-0.118,0.078,0.295999,-0.951998,1F540197930FFLCW00P1214L0M1,462,498,
4652,"Endeavour Crater, Cape Tribulation",Rocheport,Boonville2,Rock,204,0,-0.63,-1,-0.11,,,,1F540197930FFLCW00P1214L0M1,464,502,
4656,"Endeavour Crater, Cape Tribulation",Cape_Tribulation,Waverly,Rock,204,17,-0.725,-1.599,-0.32,-0.090964,0.579774,-0.809684,1F541437079FFLCW17P1214L0M1,463,547,
4657,"Endeavour Crater, Cape Tribulation",Cape_Tribulation,Waverly_Matrix,Rock,204,17,-0.713,-1.608,-0.341,-0.040987,0.498841,-0.865724,1F541437079FFLCW17P1214L0M1,469,539,
4697,"Endeavour Crater, Cape Tribulation",Cape_Tribulation,Julesburg,Rock,205,777,-164.736,28.694,43.464,-0.281009,0.036001,-0.95903,1F544996687FFLCXSTP1214L0M1,462,563,
4700,"Endeavour Crater, Cape Tribulation",Cape_Tribulation,Ogallala,Rock,205,790,-164.186,28.461,43.285,-0.34399,0,-0.938973,1F545348458FFLCXT6P1214L0M1,456,524,
4787,"Endeavour Crater, Cape Tribulation",Cape_Tribulation,Zacatecas,Rock,207,1000,-5.023,25.525,3.142,0.197038,0.271052,-0.942182,1F552720533FFLCZZ0P1124L0M1,459,511,
4794,"Endeavour Crater, Cape Tribulation",Cape_Tribulation,Parral,Rock,207,1000,-4.959,25.25,3.062,0.216999,0.459998,-0.860996,1F552720533FFLCZZ0P1124L0M1,470,611,
4851,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,Albuquerque,Rock,208,120,6.808,19.213,8.189,0.067,0.304998,-0.949993,1F557339488FFLD0AKP1218L0M1,465,646,
4857,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,Bernalillo,Rock,208,120,6.933,19.293,8.232,0.266983,0.359978,-0.893944,1F558481459SFLD0AKP1224L0M1,463,171,
4895,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,Mesilla,Rock,208,268,2.42,3.915,1.896,0.348859,0.507795,-0.787681,1F562575500SFLD0EOP1224L0M1,467,188,
4916,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,Durango,Rock,208,317,8.454,10.094,4.835,0.281968,0.408953,-0.867901,1F564338534SFLD0G1P1224L0M1,457,89,
4941,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,Carrizal,Rock,208,407,16.446,30.045,12.229,0.196048,0.319079,-0.927229,1F566567752SFLD0IJP1224L0M1,457,114,
4977,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,Jornada_Del_Muerto,Rock,209,19,1.66,1.468,0.881,0.247111,0.389175,-0.8874,1F569847263FFLD119P1214L0M1,455,483,
4984,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,Jornada_Del_Muerto2,Rock,209,19,1.675,1.502,0.909,0.339987,0.294989,-0.892967,1F569847263FFLD119P1214L0M1,460,476,
4986,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,Jornada_Del_Muerto3,Rock,209,19,1.6625,1.493,0.9,0.341857,0.296876,-0.891627,1F569847263FFLD119P1214L0M1,461,479,
4994,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,Nueva_Vizcaya,Rock,209,74,4.86,0.052,0.715,-0.242012,0.384019,-0.891044,1F571439719FFLD174P1214L0M1,459,516,
4995,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,Nueva_Vizcaya2,Rock,209,74,4.87,0.05,0.71,,,,1F571439719FFLD174P1214L0M1,457,512,
5018,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,Guanajuato,Rock,209,160,-8.788,0.986,-0.422,-0.016005,0.386128,-0.922306,1F573481481FFLD1BOP1214L0M1,451,504,
5024,"Endeavour Crater, Cape Tribulation",Ysleta_del_Sur,Aguas_Calientes,Rock,209,162,-8.804,1.125,-0.377,0.074974,0.42585,-0.901682,1F574102726FFLD1BQP1214L0M1,466,607,
5025,"Endeavour Crater, Cape Tribulation",Ysleta_del_Sur,Aguas_Calientes2,Rock,209,162,-8.73,1.24,-0.329,-0.055994,0.380957,-0.92286,1F574102726FFLD1BQP1214L0M1,457,553,
5027,"Endeavour Crater, Cape Tribulation",Ysleta_del_Sur,Aguas_Calientes3,Rock,209,162,-8.8,1.13,-0.38,,,,1F574102726FFLD1BQP1214L0M1,465,604,
5036,"Endeavour Crater, Cape Tribulation",Ysleta_del_Sur,Aguas_Calientes4,Rock,209,162,-8.8,1.13,-0.37,,,,1F574102726FFLD1BQP1214L0M1,466,605,
5045,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,Tome,Rock,210,25,-4.861,1.667,0.488,0.279117,0.38116,-0.881369,1F575788747FFLD225P1214L0M1,460,491,
5047,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,Tome2,Rock,210,25,-4.85,1.66,0.49,,,,1F575788747FFLD225P1214L0M1,462,496,
5053,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,Nazas,Rock,210,27,-4.867,1.708,0.512,0.409154,0.427161,-0.806304,1F576413170FFLD227P1214L0M1,465,489,
5072,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,Allende,Rock,210,231,-8.88,-4.472,-2.284,0.17991,0.461768,-0.868564,1F578275231FFLD2DNP1214L0M1,461,509,
5073,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,Allende2,Rock,210,231,-8.9,-4.47,-2.28,,,,1F578275231FFLD2DNP1214L0M1,463,506,
5079,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,Inde,Rock,210,277,-8.859567,-2.290176,-1.403122,0.039673,0.21252,-0.976351,1F578900143FFLD2EXP1214L0M1,447,485,
5081,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,Inde2,Rock,210,277,-8.848,-2.298,-1.418,0.030112,0.212792,-0.976633,1F578900143FFLD2EXP1214L0M1,448,485,
5091,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,La_Joya,Rock,210,292,-9.802,-1.59,-1.259,0.112021,0.401075,-0.90917,1F579785098FFLD2FCP1214L0M1,465,587,
5093,"Endeavour Crater, Cape Tribulation",Perseverance_Valley,La_Joya2,Rock,210,292,-9.854,-1.583,-1.259,0.110006,0.413024,-0.904052,1F579785098FFLD2FCP1214L0M1,463,567,
